"Town","Birth.Weight","Gestational.Age","Mother.s.Education","Mother.s.Marital.Status","Earliest.Data.Available"
"Cromwell","All","37 weeks or more","Unknown","All","2010-2014"
"Cromwell","All","All","All","All","2014"
"Cromwell","All","All","All","Married","2014"
"Cromwell","All","All","All","Unknown",NA
"Cromwell","All","All","All","Unmarried","2014"
"Cromwell","All","All","College (13-16 yrs)","All","2014"
"Cromwell","All","All","High School (12 yrs or GED)","All","2014"
"Cromwell","All","All","Less than 12 years","All","2014"
"Cromwell","All","All","Post-College (17 or more yrs)","All","2014"
"Cromwell","All","All","Unknown","All","2010-2014"
"Cromwell","All","Gestational age unknown","All","All","2010-2014"
"Cromwell","All","Gestational age unknown","All","Married","2010-2014"
"Cromwell","All","Gestational age unknown","All","Unknown",NA
"Cromwell","All","Gestational age unknown","All","Unmarried",NA
"Cromwell","All","Gestational age unknown","College (13-16 yrs)","All","2010-2014"
"Cromwell","All","Gestational age unknown","High School (12 yrs or GED)","All",NA
"Cromwell","All","Gestational age unknown","Less than 12 years","All",NA
"Cromwell","All","Gestational age unknown","Post-College (17 or more yrs)","All",NA
"Cromwell","All","Gestational age unknown","Unknown","All",NA
"Cromwell","All","Less than 37 weeks","All","All","2014"
"Cromwell","All","Less than 37 weeks","All","Married","2014"
"Cromwell","All","Less than 37 weeks","All","Unknown",NA
"Cromwell","All","Less than 37 weeks","All","Unmarried","2014"
"Cromwell","All","Less than 37 weeks","College (13-16 yrs)","All","2014"
"Cromwell","All","Less than 37 weeks","High School (12 yrs or GED)","All","2014"
"Cromwell","All","Less than 37 weeks","Less than 12 years","All","2010-2014"
"Cromwell","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2014"
"Cromwell","All","Less than 37 weeks","Unknown","All",NA
"Cromwell","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Cromwell","Low Birth Weight (under 2500 grams)","All","All","Married","2014"
"Cromwell","Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Cromwell","Low Birth Weight (under 2500 grams)","All","All","Unmarried","2014"
"Cromwell","Low Birth Weight (under 2500 grams)","All","College (13-16 yrs)","All","2014"
"Cromwell","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All","2014"
"Cromwell","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All",NA
"Cromwell","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All","2014"
"Cromwell","Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Cromwell","Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"Cromwell","Very Low Birth Weight (under 1500 grams)","All","All","Married","2014"
"Cromwell","Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Cromwell","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried","2014"
"Cromwell","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All","2014"
"Cromwell","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All","2012-2014"
"Cromwell","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All",NA
"Cromwell","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All","2014"
"Cromwell","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Danbury","All","37 weeks or more","All","All","2014"
"Danbury","All","37 weeks or more","All","Married","2014"
"Danbury","All","37 weeks or more","All","Unknown",NA
"Danbury","All","37 weeks or more","All","Unmarried","2014"
"Danbury","All","37 weeks or more","College (13-16 yrs)","All","2014"
"Danbury","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"Danbury","All","37 weeks or more","Less than 12 years","All","2014"
"Danbury","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"Danbury","All","37 weeks or more","Unknown","All","2014"
"Danbury","All","All","All","All","2014"
"Danbury","All","All","All","Married","2014"
"Danbury","All","All","All","Unknown","2010-2014"
"Danbury","All","All","All","Unmarried","2014"
"Danbury","All","All","College (13-16 yrs)","All","2014"
"Danbury","All","All","High School (12 yrs or GED)","All","2014"
"Danbury","All","All","Less than 12 years","All","2014"
"Danbury","All","All","Post-College (17 or more yrs)","All","2014"
"Danbury","All","All","Unknown","All","2014"
"Danbury","All","Gestational age unknown","All","All","2012-2014"
"Danbury","All","Gestational age unknown","All","Married",NA
"Danbury","All","Gestational age unknown","All","Unknown","2010-2014"
"Danbury","All","Gestational age unknown","All","Unmarried","2012-2014"
"Danbury","All","Gestational age unknown","College (13-16 yrs)","All",NA
"Danbury","All","Gestational age unknown","High School (12 yrs or GED)","All","2012-2014"
"Danbury","All","Gestational age unknown","Less than 12 years","All",NA
"Danbury","All","Gestational age unknown","Post-College (17 or more yrs)","All",NA
"Danbury","All","Gestational age unknown","Unknown","All","2010-2014"
"Danbury","All","Less than 37 weeks","All","All","2014"
"Danbury","All","Less than 37 weeks","All","Married","2014"
"Danbury","All","Less than 37 weeks","All","Unknown",NA
"Danbury","All","Less than 37 weeks","All","Unmarried","2014"
"Danbury","All","Less than 37 weeks","College (13-16 yrs)","All","2014"
"Danbury","All","Less than 37 weeks","High School (12 yrs or GED)","All","2014"
"Danbury","All","Less than 37 weeks","Less than 12 years","All","2014"
"Danbury","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2014"
"Danbury","All","Less than 37 weeks","Unknown","All","2014"
"Danbury","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Danbury","Low Birth Weight (under 2500 grams)","All","All","Married","2014"
"Danbury","Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Danbury","Low Birth Weight (under 2500 grams)","All","All","Unmarried","2014"
"Danbury","Low Birth Weight (under 2500 grams)","All","College (13-16 yrs)","All","2014"
"Danbury","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All","2014"
"Danbury","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All","2014"
"Danbury","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All","2014"
"Danbury","Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Danbury","Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"Danbury","Very Low Birth Weight (under 1500 grams)","All","All","Married","2014"
"Danbury","Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Danbury","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried","2014"
"Danbury","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All","2014"
"Danbury","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All","2014"
"Danbury","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All","2014"
"Danbury","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All","2012-2014"
"Danbury","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Darien","All","37 weeks or more","All","All","2014"
"Darien","All","37 weeks or more","All","Married","2014"
"Darien","All","37 weeks or more","All","Unknown",NA
"Darien","All","37 weeks or more","All","Unmarried","2014"
"Darien","All","37 weeks or more","College (13-16 yrs)","All","2014"
"Darien","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"Darien","All","37 weeks or more","Less than 12 years","All","2010-2014"
"Darien","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"Darien","All","37 weeks or more","Unknown","All","2010-2014"
"Darien","All","All","All","All","2014"
"Darien","All","All","All","Married","2014"
"Darien","All","All","All","Unknown","2010-2014"
"Darien","All","All","All","Unmarried","2014"
"Darien","All","All","College (13-16 yrs)","All","2014"
"Darien","All","All","High School (12 yrs or GED)","All","2014"
"Darien","All","All","Less than 12 years","All","2010-2014"
"Darien","All","All","Post-College (17 or more yrs)","All","2014"
"Darien","All","All","Unknown","All","2012-2014"
"Darien","All","Gestational age unknown","All","All","2012-2014"
"Darien","All","Gestational age unknown","All","Married","2012-2014"
"Darien","All","Gestational age unknown","All","Unknown","2010-2014"
"Darien","All","Gestational age unknown","All","Unmarried",NA
"Darien","All","Gestational age unknown","College (13-16 yrs)","All",NA
"Darien","All","Gestational age unknown","High School (12 yrs or GED)","All",NA
"Darien","All","Gestational age unknown","Less than 12 years","All",NA
"Darien","All","Gestational age unknown","Post-College (17 or more yrs)","All",NA
"Darien","All","Gestational age unknown","Unknown","All","2012-2014"
"Darien","All","Less than 37 weeks","All","All","2014"
"Darien","All","Less than 37 weeks","All","Married","2014"
"Darien","All","Less than 37 weeks","All","Unknown",NA
"Darien","All","Less than 37 weeks","All","Unmarried","2010-2014"
"Darien","All","Less than 37 weeks","College (13-16 yrs)","All","2014"
"Darien","All","Less than 37 weeks","High School (12 yrs or GED)","All",NA
"Darien","All","Less than 37 weeks","Less than 12 years","All",NA
"Darien","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2014"
"Darien","All","Less than 37 weeks","Unknown","All",NA
"Darien","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Darien","Low Birth Weight (under 2500 grams)","All","All","Married","2014"
"Darien","Low Birth Weight (under 2500 grams)","All","All","Unknown","2010-2014"
"Darien","Low Birth Weight (under 2500 grams)","All","All","Unmarried","2010-2014"
"Darien","Low Birth Weight (under 2500 grams)","All","College (13-16 yrs)","All","2014"
"Darien","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All","2014"
"Darien","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All",NA
"Darien","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All","2014"
"Darien","Low Birth Weight (under 2500 grams)","All","Unknown","All","2010-2014"
"Darien","Very Low Birth Weight (under 1500 grams)","All","All","All","2012-2014"
"Darien","Very Low Birth Weight (under 1500 grams)","All","All","Married","2012-2014"
"Darien","Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Darien","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried","2010-2014"
"Darien","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All","2012-2014"
"Darien","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All",NA
"Darien","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All",NA
"Darien","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All","2010-2014"
"Darien","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Deep River","All","37 weeks or more","All","All","2014"
"Deep River","All","37 weeks or more","All","Married","2014"
"Deep River","All","37 weeks or more","All","Unknown",NA
"Deep River","All","37 weeks or more","All","Unmarried","2014"
"Deep River","All","37 weeks or more","College (13-16 yrs)","All","2014"
"Deep River","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"Deep River","All","37 weeks or more","Less than 12 years","All","2014"
"Deep River","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"Deep River","All","37 weeks or more","Unknown","All",NA
"Deep River","All","All","All","All","2014"
"Deep River","All","All","All","Married","2014"
"Deep River","All","All","All","Unknown",NA
"Deep River","All","All","All","Unmarried","2014"
"Deep River","All","All","College (13-16 yrs)","All","2014"
"Deep River","All","All","High School (12 yrs or GED)","All","2014"
"Deep River","All","All","Less than 12 years","All","2014"
"Deep River","All","All","Post-College (17 or more yrs)","All","2014"
"Deep River","All","All","Unknown","All",NA
"Deep River","All","Gestational age unknown","All","All",NA
"Deep River","All","Gestational age unknown","All","Married",NA
"Deep River","All","Gestational age unknown","All","Unknown",NA
"Deep River","All","Gestational age unknown","All","Unmarried",NA
"Deep River","All","Gestational age unknown","College (13-16 yrs)","All",NA
"Deep River","All","Gestational age unknown","High School (12 yrs or GED)","All",NA
"Deep River","All","Gestational age unknown","Less than 12 years","All",NA
"Deep River","All","Gestational age unknown","Post-College (17 or more yrs)","All",NA
"Deep River","All","Gestational age unknown","Unknown","All",NA
"Deep River","All","Less than 37 weeks","All","All","2014"
"Deep River","All","Less than 37 weeks","All","Married","2012-2014"
"Deep River","All","Less than 37 weeks","All","Unknown",NA
"Deep River","All","Less than 37 weeks","All","Unmarried","2014"
"Deep River","All","Less than 37 weeks","College (13-16 yrs)","All","2012-2014"
"Deep River","All","Less than 37 weeks","High School (12 yrs or GED)","All","2010-2014"
"Deep River","All","Less than 37 weeks","Less than 12 years","All","2014"
"Deep River","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2010-2014"
"Deep River","All","Less than 37 weeks","Unknown","All",NA
"Deep River","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Deep River","Low Birth Weight (under 2500 grams)","All","All","Married","2012-2014"
"Deep River","Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Deep River","Low Birth Weight (under 2500 grams)","All","All","Unmarried","2014"
"Deep River","Low Birth Weight (under 2500 grams)","All","College (13-16 yrs)","All","2012-2014"
"Deep River","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All","2012-2014"
"Deep River","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All","2014"
"Deep River","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All","2012-2014"
"Deep River","Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Deep River","Very Low Birth Weight (under 1500 grams)","All","All","All","2010-2014"
"Deep River","Very Low Birth Weight (under 1500 grams)","All","All","Married","2010-2014"
"Deep River","Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Deep River","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried","2010-2014"
"Deep River","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All",NA
"Deep River","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All","2010-2014"
"Deep River","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All",NA
"Deep River","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All","2010-2014"
"Deep River","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Derby","All","37 weeks or more","All","All","2014"
"Derby","All","37 weeks or more","All","Married","2014"
"Derby","All","37 weeks or more","All","Unknown",NA
"Derby","All","37 weeks or more","All","Unmarried","2014"
"Derby","All","37 weeks or more","College (13-16 yrs)","All","2014"
"Derby","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"Derby","All","37 weeks or more","Less than 12 years","All","2014"
"Derby","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"Derby","All","37 weeks or more","Unknown","All","2010-2014"
"Derby","All","All","All","All","2014"
"Derby","All","All","All","Married","2014"
"Derby","All","All","All","Unknown",NA
"Derby","All","All","All","Unmarried","2014"
"Derby","All","All","College (13-16 yrs)","All","2014"
"Derby","All","All","High School (12 yrs or GED)","All","2014"
"Derby","All","All","Less than 12 years","All","2014"
"Derby","All","All","Post-College (17 or more yrs)","All","2014"
"Derby","All","All","Unknown","All","2010-2014"
"Derby","All","Gestational age unknown","All","All","2012-2014"
"Derby","All","Gestational age unknown","All","Married",NA
"Derby","All","Gestational age unknown","All","Unknown",NA
"Derby","All","Gestational age unknown","All","Unmarried","2012-2014"
"Derby","All","Gestational age unknown","College (13-16 yrs)","All",NA
"Derby","All","Gestational age unknown","High School (12 yrs or GED)","All","2012-2014"
"Derby","All","Gestational age unknown","Less than 12 years","All",NA
"Derby","All","Gestational age unknown","Post-College (17 or more yrs)","All",NA
"Derby","All","Gestational age unknown","Unknown","All",NA
"Derby","All","Less than 37 weeks","All","All","2014"
"Derby","All","Less than 37 weeks","All","Married","2014"
"Derby","All","Less than 37 weeks","All","Unknown",NA
"Derby","All","Less than 37 weeks","All","Unmarried","2014"
"Derby","All","Less than 37 weeks","College (13-16 yrs)","All","2014"
"Derby","All","Less than 37 weeks","High School (12 yrs or GED)","All","2014"
"Derby","All","Less than 37 weeks","Less than 12 years","All","2014"
"Derby","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2014"
"Derby","All","Less than 37 weeks","Unknown","All",NA
"Derby","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Derby","Low Birth Weight (under 2500 grams)","All","All","Married","2014"
"Derby","Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Derby","Low Birth Weight (under 2500 grams)","All","All","Unmarried","2014"
"Derby","Low Birth Weight (under 2500 grams)","All","College (13-16 yrs)","All","2014"
"Derby","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All","2014"
"Derby","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All","2014"
"Derby","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All","2014"
"Derby","Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Derby","Very Low Birth Weight (under 1500 grams)","All","All","All","2012-2014"
"Derby","Very Low Birth Weight (under 1500 grams)","All","All","Married","2012-2014"
"Derby","Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Derby","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried","2012-2014"
"Derby","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All","2012-2014"
"Derby","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All","2010-2014"
"Derby","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All","2012-2014"
"Derby","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All","2012-2014"
"Derby","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Durham","All","37 weeks or more","All","All","2014"
"Durham","All","37 weeks or more","All","Married","2014"
"Durham","All","37 weeks or more","All","Unknown",NA
"Durham","All","37 weeks or more","All","Unmarried","2014"
"Durham","All","37 weeks or more","College (13-16 yrs)","All","2014"
"Durham","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"Durham","All","37 weeks or more","Less than 12 years","All","2012-2014"
"Durham","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"Durham","All","37 weeks or more","Unknown","All","2012-2014"
"Durham","All","All","All","All","2014"
"Durham","All","All","All","Married","2014"
"Durham","All","All","All","Unknown",NA
"Durham","All","All","All","Unmarried","2014"
"Durham","All","All","College (13-16 yrs)","All","2014"
"Durham","All","All","High School (12 yrs or GED)","All","2014"
"Durham","All","All","Less than 12 years","All","2012-2014"
"Durham","All","All","Post-College (17 or more yrs)","All","2014"
"Durham","All","All","Unknown","All","2012-2014"
"Durham","All","Gestational age unknown","All","All",NA
"Durham","All","Gestational age unknown","All","Married",NA
"Durham","All","Gestational age unknown","All","Unknown",NA
"Durham","All","Gestational age unknown","All","Unmarried",NA
"Durham","All","Gestational age unknown","College (13-16 yrs)","All",NA
"Durham","All","Gestational age unknown","High School (12 yrs or GED)","All",NA
"Durham","All","Gestational age unknown","Less than 12 years","All",NA
"Durham","All","Gestational age unknown","Post-College (17 or more yrs)","All",NA
"Durham","All","Gestational age unknown","Unknown","All",NA
"Durham","All","Less than 37 weeks","All","All","2014"
"Durham","All","Less than 37 weeks","All","Married","2014"
"Durham","All","Less than 37 weeks","All","Unknown",NA
"Durham","All","Less than 37 weeks","All","Unmarried","2012-2014"
"Durham","All","Less than 37 weeks","College (13-16 yrs)","All","2014"
"Durham","All","Less than 37 weeks","High School (12 yrs or GED)","All","2010-2014"
"Durham","All","Less than 37 weeks","Less than 12 years","All",NA
"Durham","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2014"
"Durham","All","Less than 37 weeks","Unknown","All",NA
"Durham","Low Birth Weight (under 2500 grams)","All","All","All","2012-2014"
"Durham","Low Birth Weight (under 2500 grams)","All","All","Married","2012-2014"
"Durham","Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Durham","Low Birth Weight (under 2500 grams)","All","All","Unmarried","2010-2014"
"Durham","Low Birth Weight (under 2500 grams)","All","College (13-16 yrs)","All","2012-2014"
"Durham","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All","2010-2014"
"Durham","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All",NA
"Durham","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All","2010-2014"
"Durham","Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Durham","Very Low Birth Weight (under 1500 grams)","All","All","All",NA
"Durham","Very Low Birth Weight (under 1500 grams)","All","All","Married",NA
"Durham","Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Durham","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried",NA
"Durham","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All",NA
"Durham","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All",NA
"Durham","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All",NA
"Durham","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All",NA
"Durham","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Eastford","All","37 weeks or more","All","All","2014"
"Eastford","All","37 weeks or more","All","Married","2014"
"Eastford","All","37 weeks or more","All","Unknown",NA
"Eastford","All","37 weeks or more","All","Unmarried","2014"
"Eastford","All","37 weeks or more","College (13-16 yrs)","All","2014"
"Eastford","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"Eastford","All","37 weeks or more","Less than 12 years","All","2010-2014"
"Eastford","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"Eastford","All","37 weeks or more","Unknown","All","2012-2014"
"Eastford","All","All","All","All","2014"
"Eastford","All","All","All","Married","2014"
"Eastford","All","All","All","Unknown",NA
"Eastford","All","All","All","Unmarried","2014"
"Eastford","All","All","College (13-16 yrs)","All","2014"
"Eastford","All","All","High School (12 yrs or GED)","All","2014"
"Eastford","All","All","Less than 12 years","All","2014"
"Eastford","All","All","Post-College (17 or more yrs)","All","2014"
"Eastford","All","All","Unknown","All","2012-2014"
"Eastford","All","Gestational age unknown","All","All","2012-2014"
"Eastford","All","Gestational age unknown","All","Married","2012-2014"
"Eastford","All","Gestational age unknown","All","Unknown",NA
"Eastford","All","Gestational age unknown","All","Unmarried",NA
"Eastford","All","Gestational age unknown","College (13-16 yrs)","All",NA
"Eastford","All","Gestational age unknown","High School (12 yrs or GED)","All","2012-2014"
"Eastford","All","Gestational age unknown","Less than 12 years","All",NA
"Eastford","All","Gestational age unknown","Post-College (17 or more yrs)","All",NA
"Eastford","All","Gestational age unknown","Unknown","All",NA
"Eastford","All","Less than 37 weeks","All","All","2014"
"Eastford","All","Less than 37 weeks","All","Married","2014"
"Eastford","All","Less than 37 weeks","All","Unknown",NA
"Eastford","All","Less than 37 weeks","All","Unmarried","2014"
"Eastford","All","Less than 37 weeks","College (13-16 yrs)","All","2012-2014"
"Eastford","All","Less than 37 weeks","High School (12 yrs or GED)","All","2014"
"Eastford","All","Less than 37 weeks","Less than 12 years","All","2014"
"Eastford","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2012-2014"
"Eastford","All","Less than 37 weeks","Unknown","All",NA
"Eastford","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Eastford","Low Birth Weight (under 2500 grams)","All","All","Married","2014"
"Eastford","Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Eastford","Low Birth Weight (under 2500 grams)","All","All","Unmarried","2012-2014"
"Eastford","Low Birth Weight (under 2500 grams)","All","College (13-16 yrs)","All","2012-2014"
"Eastford","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All","2014"
"Eastford","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All",NA
"Eastford","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All","2012-2014"
"Eastford","Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Eastford","Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"Eastford","Very Low Birth Weight (under 1500 grams)","All","All","Married","2014"
"Eastford","Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Eastford","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried",NA
"Eastford","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All","2012-2014"
"Eastford","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All","2014"
"Eastford","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All",NA
"Eastford","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All",NA
"Eastford","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"East Granby","All","37 weeks or more","All","All","2014"
"East Granby","All","37 weeks or more","All","Married","2014"
"East Granby","All","37 weeks or more","All","Unknown",NA
"East Granby","All","37 weeks or more","All","Unmarried","2014"
"East Granby","All","37 weeks or more","College (13-16 yrs)","All","2014"
"East Granby","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"East Granby","All","37 weeks or more","Less than 12 years","All","2012-2014"
"East Granby","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"East Granby","All","37 weeks or more","Unknown","All",NA
"East Granby","All","All","All","All","2014"
"East Granby","All","All","All","Married","2014"
"East Granby","All","All","All","Unknown",NA
"East Granby","All","All","All","Unmarried","2014"
"East Granby","All","All","College (13-16 yrs)","All","2014"
"East Granby","All","All","High School (12 yrs or GED)","All","2014"
"East Granby","All","All","Less than 12 years","All","2012-2014"
"East Granby","All","All","Post-College (17 or more yrs)","All","2014"
"East Granby","All","All","Unknown","All",NA
"East Granby","All","Gestational age unknown","All","All",NA
"East Granby","All","Gestational age unknown","All","Married",NA
"East Granby","All","Gestational age unknown","All","Unknown",NA
"East Granby","All","Gestational age unknown","All","Unmarried",NA
"East Granby","All","Gestational age unknown","College (13-16 yrs)","All",NA
"East Granby","All","Gestational age unknown","High School (12 yrs or GED)","All",NA
"East Granby","All","Gestational age unknown","Less than 12 years","All",NA
"East Granby","All","Gestational age unknown","Post-College (17 or more yrs)","All",NA
"East Granby","All","Gestational age unknown","Unknown","All",NA
"East Granby","All","Less than 37 weeks","All","All","2014"
"East Granby","All","Less than 37 weeks","All","Married","2014"
"East Granby","All","Less than 37 weeks","All","Unknown",NA
"East Granby","All","Less than 37 weeks","All","Unmarried","2014"
"East Granby","All","Less than 37 weeks","College (13-16 yrs)","All","2014"
"East Granby","All","Less than 37 weeks","High School (12 yrs or GED)","All","2014"
"East Granby","All","Less than 37 weeks","Less than 12 years","All","2010-2014"
"East Granby","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2014"
"East Granby","All","Less than 37 weeks","Unknown","All",NA
"East Granby","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"East Granby","Low Birth Weight (under 2500 grams)","All","All","Married","2014"
"East Granby","Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"East Granby","Low Birth Weight (under 2500 grams)","All","All","Unmarried","2014"
"East Granby","Low Birth Weight (under 2500 grams)","All","College (13-16 yrs)","All","2014"
"East Granby","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All","2014"
"East Granby","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All","2010-2014"
"East Granby","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All","2014"
"East Granby","Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"East Granby","Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"East Granby","Very Low Birth Weight (under 1500 grams)","All","All","Married","2014"
"East Granby","Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"East Granby","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried","2010-2014"
"East Granby","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All","2014"
"East Granby","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All","2010-2014"
"East Granby","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All","2010-2014"
"East Granby","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All",NA
"East Granby","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"East Haddam","All","37 weeks or more","All","All","2014"
"East Haddam","All","37 weeks or more","All","Married","2014"
"East Haddam","All","37 weeks or more","All","Unknown",NA
